"product_id","handle","title","vendor","product_type","published_at","tags","variant_count","available_variant_count","image_count","min_price_egp","max_price_egp","url"
7735875272752,"male-elixir","Male Elixir","Le Male Elixir JPG","","2024-05-04T17:35:42+03:00","Best Selling|Men",3,1,1,450.00,1250.00,"https://siwafragrances.com/products/male-elixir"
7735875207216,"layering-lychee","Layering Lychee","Eden Sparkling Lychee 39 Kayali","","2024-04-03T15:27:11+02:00","Best Selling|Women",3,1,1,450.00,1000.00,"https://siwafragrances.com/products/layering-lychee"
7735875010608,"stellar-nights","Stellar Nights","Stellar Times Louis Vuitton","","2023-12-20T00:30:14+02:00","Best Selling|Men|Women",3,1,1,800.00,2050.00,"https://siwafragrances.com/products/stellar-nights"
7735874977840,"hot-vanilla","Hot Vanilla","Althaïr Parfums de Marly","","2023-11-26T18:09:36+02:00","Men|Women",3,3,1,550.00,1550.00,"https://siwafragrances.com/products/hot-vanilla"
7735874879536,"layering-pistachio","Layering Pistachio","Yum Pistachio Gelato Kayali","","2023-10-27T17:29:53+02:00","Best Selling|Men|Women",3,3,1,450.00,1000.00,"https://siwafragrances.com/products/layering-pistachio"
7735874814000,"layering-vanilla","Layering Vanilla","Vanilla 28 Kayali","","2023-10-20T17:01:20+03:00","Best Selling|Men|Women",3,3,1,450.00,1000.00,"https://siwafragrances.com/products/layering-vanilla"
7735874715696,"mango-on-woods","Mango on woods","God of Fire Stéphane Humbert","","2023-10-06T19:07:40+03:00","Men",3,3,1,700.00,1800.00,"https://siwafragrances.com/products/mango-on-woods"
7735874682928,"pacific-elixir","Pacific Elixir","Pacific Chill Louis Vuitton","","2023-10-06T01:39:16+03:00","Men|Women",3,3,1,600.00,1500.00,"https://siwafragrances.com/products/pacific-elixir"
7735874551856,"carnal-trail","Carnal Trail","Side Effect Initio","","2023-09-24T19:54:45+03:00","Best Selling|Men|Women",3,2,1,600.00,1550.00,"https://siwafragrances.com/products/carnal-trail"
7735874519088,"insane-pineapple","Insane Pineapple","Nishane Hacivat","","2023-09-21T22:40:08+03:00","Men",3,2,1,500.00,1350.00,"https://siwafragrances.com/products/insane-pineapple"
7735874322480,"lady-killer","Lady killer","Layton PDM","","2023-08-04T15:54:14+03:00","Best Selling|Men",3,3,1,750.00,1750.00,"https://siwafragrances.com/products/lady-killer"
7735874158640,"irresistible-vanilla","Irresistible Vanilla","Siwa original creation","","2023-05-30T00:32:15+03:00","Best Selling",3,3,1,400.00,1000.00,"https://siwafragrances.com/products/irresistible-vanilla"
7735874125872,"summer-elegance","summer elegance","Imagination LV","","2023-05-29T23:56:08+03:00","Best Selling|Men",3,3,1,850.00,2150.00,"https://siwafragrances.com/products/summer-elegance"
7735873568816,"mawj","Mawj","Siwa Fragrances","","2022-06-29T23:52:27+02:00","Best Selling|Men",3,0,1,800.00,1850.00,"https://siwafragrances.com/products/mawj"
7735873404976,"summer-holidays","Summer Holidays","LV Afternoon Swim","","2022-05-20T16:39:10+02:00","Best Selling|Men|Women",3,1,1,650.00,1700.00,"https://siwafragrances.com/products/summer-holidays"
7735873044528,"citrine","Citrine","Tygar Bvlgari","","2022-04-07T22:25:10+02:00","Best Selling|Men",3,0,1,750.00,1850.00,"https://siwafragrances.com/products/citrine"
7735872585776,"soiree","Soiree","Grand Soir MFK","","2022-04-05T23:49:48+02:00","",3,3,1,550.00,1400.00,"https://siwafragrances.com/products/soiree"
7735872389168,"alluring-rose","Alluring Rose","Delina La Rosée Parfums de Marly","","2021-08-20T13:49:35+02:00","Women",3,0,1,475.00,1000.00,"https://siwafragrances.com/products/alluring-rose"
